Simulation,Hill Climb_Percent,Hill Climb_Value,DQN Normal_Percent,DQN Normal_Value,Random Selection_Percent,Random Selection_Value,No Selection_Percent,No Selection_Value
45,75.5,224517,74.46666666666667,220200,76.46666666666667,226150,74.01666666666667,219364
46,75.53333333333333,224009,74.93333333333332,222399,73.58333333333333,218736,73.11666666666666,218597
47,74.93333333333332,224142,73.33333333333333,218904,76.38333333333334,225562,73.83333333333333,221010
48,73.61666666666666,216955,75.11666666666666,222266,75.0,222296,73.41666666666666,218846
49,75.36666666666667,223799,76.73333333333333,228425,74.33333333333333,221153,72.96666666666667,215773
50,77.2,227785,75.08333333333333,222436,75.56666666666668,226700,73.23333333333333,216423
51,73.98333333333333,217745,75.06666666666668,223364,75.38333333333334,223687,73.93333333333332,221094
52,74.26666666666667,220539,76.85,226027,73.3,217913,74.26666666666667,219963
53,75.73333333333333,223947,76.14999999999999,225652,74.1,217325,74.26666666666667,220838
54,74.53333333333333,220650,75.0,222902,74.01666666666667,221361,73.7,218414
55,76.44999999999999,228591,75.25,223994,72.55,214641,74.3,221857
56,76.43333333333334,228166,75.78333333333333,225196,75.21666666666667,222058,74.2,219690
57,74.01666666666667,221315,76.35,227140,75.6,224295,72.85000000000001,215512
58,74.01666666666667,220002,75.76666666666667,223596,73.63333333333333,217850,74.33333333333333,222249
59,75.6,225846,75.58333333333334,226703,75.55,224739,73.3,215257
60,73.23333333333333,217663,75.53333333333333,224519,75.23333333333333,222771,72.88333333333334,216102
61,73.75,219404,76.7,228026,74.16666666666667,221417,72.56666666666666,215960
62,74.96666666666667,222590,75.73333333333333,224214,75.91666666666667,224851,74.11666666666666,221855
63,76.16666666666667,225685,75.88333333333334,225984,77.51666666666667,230104,73.51666666666667,219060
64,73.73333333333333,219709,76.21666666666667,225511,75.51666666666667,223792,74.06666666666666,221482
65,75.48333333333333,223205,74.2,220638,75.38333333333334,222563,74.55000000000001,223301
66,74.45,222924,75.26666666666667,221660,74.5,221908,73.63333333333333,220249
67,73.93333333333332,219029,75.43333333333334,226106,75.8,226072,73.95,218487
68,75.93333333333334,222052,75.85,224240,74.71666666666667,222080,73.4,220729
69,75.33333333333333,223184,74.6,222868,74.1,218473,74.0,220017
70,76.46666666666667,226378,76.28333333333333,225252,76.6,226416,71.85000000000001,213476
71,75.33333333333333,221814,75.2,225429,75.03333333333333,223532,74.96666666666667,222123
72,73.4,218101,75.28333333333333,222628,74.48333333333333,222810,73.98333333333333,219673
73,73.96666666666667,219209,75.73333333333333,223716,73.93333333333332,220291,74.71666666666667,222142
74,75.6,224094,75.3,222545,75.56666666666668,224283,73.15,221285
75,74.86666666666667,221801,76.3,225941,74.4,220628,73.16666666666667,216679
76,73.05,219806,75.83333333333333,224680,73.18333333333334,218324,75.76666666666667,224103
77,76.18333333333334,226038,77.8,229718,73.8,218960,74.76666666666667,221339
78,74.36666666666667,221208,76.33333333333333,227232,76.25,226499,75.31666666666666,222276
79,75.31666666666666,224927,75.93333333333334,225139,73.35000000000001,216562,75.9,224652
80,75.08333333333333,223897,76.66666666666667,227621,74.23333333333333,220626,72.85000000000001,216249
81,74.91666666666667,222386,73.68333333333334,218181,75.76666666666667,223261,74.03333333333333,220488
82,75.91666666666667,226060,74.68333333333334,221316,73.9,218788,73.88333333333334,218671
83,75.06666666666668,222145,76.2,226196,76.51666666666667,228565,72.95,216587
84,73.96666666666667,221338,74.7,222851,75.1,222661,73.53333333333333,217321
85,75.8,225293,74.33333333333333,219925,73.66666666666667,218813,73.11666666666666,218684
86,75.71666666666667,226484,74.18333333333334,218881,76.78333333333333,228105,72.75,215089
87,74.98333333333333,222561,75.16666666666667,222863,75.16666666666667,223961,73.55000000000001,217733
88,75.08333333333333,223717,75.5,224232,76.11666666666666,226215,73.91666666666666,218063
89,75.2,222328,75.26666666666667,225113,73.18333333333334,217788,71.96666666666667,213802
90,75.06666666666668,222285,74.93333333333332,224199,74.1,219366,74.13333333333333,219792
91,74.4,221326,75.21666666666667,221918,74.45,221620,73.55000000000001,218452
92,74.86666666666667,221824,75.53333333333333,223008,73.85000000000001,218836,74.31666666666666,222069
93,76.41666666666667,226245,76.06666666666668,226854,75.26666666666667,223779,74.26666666666667,219647
94,76.68333333333334,229683,77.48333333333333,228881,75.36666666666667,224694,75.14999999999999,222020
95,75.26666666666667,224360,75.2,222767,74.71666666666667,223857,74.66666666666667,221562
96,76.63333333333333,227802,75.55,225167,74.1,221150,72.93333333333332,216026
97,76.68333333333334,228949,75.38333333333334,222012,75.51666666666667,225035,72.5,215305
98,75.13333333333333,223497,75.3,225484,75.43333333333334,224433,73.38333333333334,214267
99,72.71666666666667,217481,74.76666666666667,221388,74.86666666666667,222779,75.1,223046
100,76.35,226240,74.1,221273,74.01666666666667,222206,73.08333333333333,217489
