Simulation,Hill Climb_Percent,Hill Climb_Value,DQN Normal_Percent,DQN Normal_Value,Random Selection_Percent,Random Selection_Value,No Selection_Percent,No Selection_Value
82,74.26666666666667,276184,74.30666666666667,273339,74.85333333333334,274759,73.41333333333333,269653
83,73.11999999999999,270803,73.61333333333333,268304,73.48,272658,72.52,267416
84,73.65333333333334,273816,74.14666666666668,271314,72.68,269756,73.54666666666667,273711
85,74.53333333333333,272249,74.49333333333334,274198,74.70666666666666,276331,74.33333333333333,276476
86,73.98666666666666,273767,75.97333333333334,281550,75.0,277852,72.98666666666666,268185
87,73.14666666666668,269097,74.44,276583,74.16,273300,72.85333333333334,271346
88,72.69333333333333,267582,72.69333333333333,270115,73.02666666666666,272495,73.29333333333334,270251
89,74.26666666666667,274746,75.72,280857,73.32,272074,73.6,271161
90,74.38666666666667,273327,74.2,271841,75.32,279777,72.57333333333334,267596
91,75.08,278143,73.56,274498,74.4,274056,73.2,271972
92,73.90666666666667,270657,75.17333333333333,276454,74.56,276427,74.38666666666667,274837
93,73.52,271207,74.96000000000001,277950,73.56,269135,73.04,269657
94,73.83999999999999,273013,74.6,275352,74.61333333333333,274118,74.6,276141
95,74.2,275562,73.65333333333334,271676,74.45333333333333,275909,73.25333333333333,269123
96,73.62666666666667,273460,74.17333333333333,272818,73.41333333333333,270647,73.24000000000001,269179
97,74.88,276654,75.09333333333333,275970,75.81333333333333,278968,72.92,270712
98,73.2,269857,73.96000000000001,272932,72.21333333333332,268705,73.8,274956
99,74.56,276719,74.41333333333333,273908,74.14666666666668,272352,71.6,265000
100,73.09333333333333,269634,74.52,275240,73.69333333333333,271993,73.16,270737
